ID,Birth Year,Education,Marital Status,Income,Kids at Home,Teenagers at Home,Customer Enrolment Data,Recency,Complains,Amt_Wines_2Yrs,Amt_Fruits_2Yrs,Amt_Meat_Prod_2Yrs,Amt_Fish_Prod_2Yrs,Amount_Sweet_Prod_2Yrs,Amount_Gold_Prod_2Yrs,Purchases with Disc.,Off._  Accpt_Cmp1,Off._  Accpt_Cmp2,Off._  Accpt_Cmp3,Off._  Accpt_Cmp4,Off._  Accpt_Cmp5,Off._  Accpt_Last_Cmp,No. of Web Purchases,No. of Catalogue Purchases,No.  Of Store Purchases,No. of Web Visits Last Month
716,1949,Phd,Together,"? 67,911",0,1,22-05-2014,63,0,529,0,356,63,28,0,3,0,0,0,0,0,0,6,7,11,3
466,1944,Graduation,Married,"? 65,275",0,0,03-04-2013,9,0,388,14,218,91,14,21,1,0,0,0,0,0,0,4,3,13,2
9135,1950,Graduation,Together,"? 27,203",1,1,06-08-2012,92,0,13,2,21,4,0,24,2,0,0,0,0,0,0,1,1,2,8
10623,1961,Master,Together,"? 48,330",0,1,15-11-2013,2,0,28,0,4,0,0,0,1,0,0,0,0,0,0,1,0,3,5
8151,1990,Basic,Married,"? 24,279",0,0,29-12-2012,6,0,16,36,21,20,62,108,1,0,0,0,0,0,0,4,1,3,8
5140,1985,Phd,Married,"? 64,355",1,0,24-08-2012,66,0,1047,0,140,67,38,153,2,0,0,0,0,0,0,4,3,12,8
10160,1956,Master,Together,"? 50,943",0,1,21-06-2013,49,0,31,0,7,2,0,6,1,0,0,0,0,0,0,1,0,3,5
4945,1953,Graduation,Widow,"? 53,653",0,0,07-11-2012,29,0,815,10,239,28,10,108,2,0,0,0,0,0,0,10,4,12,6
10584,1976,Graduation,Married,"? 65,665",0,1,02-12-2013,77,0,225,162,387,106,36,29,1,0,0,0,0,0,0,5,10,8,3
6071,1989,Graduation,Single,"? 81,217",0,0,19-07-2013,77,0,493,70,324,146,40,84,1,0,0,0,0,0,0,3,7,11,1
3386,1992,Graduation,Married,"? 34,935",0,0,21-06-2013,71,0,34,4,66,3,10,20,1,0,0,0,0,0,0,2,1,4,7
8939,1959,Graduation,Divorced,"? 61,250",0,1,16-12-2012,49,0,382,138,65,60,26,59,6,0,0,0,0,0,0,5,2,12,5
9925,1981,Phd,Together,"? 39,665",1,0,25-05-2013,97,0,127,1,56,0,1,31,3,0,0,1,0,0,0,4,2,3,7
4320,1979,Graduation,Single,"? 60,152",0,1,28-03-2013,6,0,325,83,300,86,58,91,1,0,0,0,0,0,0,6,4,12,3
5389,1964,Graduation,Married,"? 48,920",0,2,20-10-2013,93,0,238,17,68,8,10,6,3,0,0,0,1,0,0,6,2,5,7
6036,1959,Master,Together,"? 89,120",0,0,17-03-2014,78,0,1168,92,408,72,129,55,1,0,0,0,0,1,0,5,6,7,1
182,1946,Phd,Together,"? 44,124",0,1,11-05-2013,62,0,284,0,55,0,6,52,4,0,0,0,0,0,0,6,2,5,8
203,1975,Master,Single,"? 81,169",0,0,14-04-2013,47,0,1288,20,613,80,61,27,1,0,0,0,0,0,0,5,7,9,2
11025,1961,Graduation,Married,"? 36,443",1,1,03-02-2013,9,0,65,0,46,4,3,20,4,0,0,0,0,0,0,3,1,3,8
10203,1990,Graduation,Single,"? 26,095",1,0,30-06-2013,77,0,11,7,9,3,1,11,1,0,0,0,0,0,0,1,0,3,7
4607,1959,Graduation,Together,"? 71,367",0,0,23-08-2013,24,0,227,23,389,42,21,75,1,0,0,0,0,0,0,4,5,7,2
3711,1944,Master,Married,"? 80,184",0,0,01-03-2014,19,0,1035,134,670,25,38,0,1,1,0,0,0,1,0,6,3,10,3
3696,1965,Graduation,Divorced,"? 30,630",1,1,27-01-2014,67,0,27,1,12,2,0,10,2,0,0,0,0,0,0,2,0,3,7
2532,1987,Master,Single,"? 73,454",0,0,01-03-2014,95,0,982,73,351,56,14,175,1,0,0,1,0,0,0,2,4,6,5
9214,1991,Graduation,Married,"? 42,691",0,0,16-08-2013,48,0,179,2,64,38,17,58,1,0,0,0,0,0,0,5,1,6,5
4943,1953,Graduation,Married,"? 70,503",0,0,30-09-2012,73,0,1379,33,216,0,33,66,1,0,0,0,1,1,0,2,4,9,6
35,1987,Graduation,Married,"? 25,545",1,0,08-09-2012,35,0,32,1,64,16,12,85,3,0,0,0,0,0,1,2,2,3,6
2258,1986,Graduation,Married,"? 32,880",1,0,04-12-2012,76,0,8,4,15,7,6,2,1,0,0,0,0,0,0,1,0,3,8
4322,1958,Phd,Together,"? 77,863",0,0,27-11-2013,20,0,881,38,319,16,25,12,1,0,0,0,0,0,0,4,5,10,2
713,1977,Master,Married,"? 50,353",0,0,08-06-2014,72,0,141,15,153,67,31,35,1,0,0,0,0,0,0,4,4,6,3
4702,1964,Graduation,Single,"? 61,839",0,0,12-08-2012,20,0,1000,155,379,224,17,120,1,0,0,0,0,0,0,4,8,4,8
3281,1960,Phd,Married,"? 49,154",1,1,03-11-2013,69,0,206,10,67,30,27,71,6,0,0,0,0,0,0,4,1,8,6
702,1975,2N Cycle,Widow,"? 47,682",0,1,15-02-2013,80,0,162,61,83,97,57,61,4,0,0,0,0,0,0,4,3,8,5
2004,1969,Graduation,Single,"? 72,679",0,1,18-09-2013,65,0,619,54,260,127,54,54,1,0,0,0,0,0,0,4,7,5,1
4769,1977,Master,Together,"? 57,954",1,1,18-06-2014,52,0,456,4,24,0,0,9,7,0,0,0,1,0,0,8,2,6,7
4437,1962,Graduation,Married,"? 65,316",1,1,24-04-2013,65,0,112,6,92,3,9,38,2,0,0,0,0,0,0,3,2,5,4
8724,1982,Graduation,Single,"? 28,567",1,0,17-06-2013,57,0,11,3,22,2,2,6,2,0,0,0,0,0,0,2,0,3,6
10741,1951,Master,Together,"? 47,352",0,1,11-04-2013,70,0,172,12,112,8,0,15,4,0,0,0,0,0,0,6,1,5,7
1991,1967,Graduation,Together,"? 44,931",0,1,18-01-2014,0,0,78,0,11,0,0,7,1,0,0,0,0,0,0,2,1,3,5
6931,1967,Graduation,Divorced,"? 76,982",0,0,15-02-2014,19,0,464,151,292,65,60,30,1,0,0,0,0,1,1,8,3,4,4
11096,1952,2N Cycle,Together,"? 57,247",0,1,08-08-2013,50,0,99,4,32,37,54,6,2,0,0,0,0,0,0,2,1,7,2
304,1981,Master,Single,"? 22,944",1,0,23-12-2013,67,0,19,3,19,4,5,26,3,0,0,0,0,0,0,3,0,3,7
3665,1977,2N Cycle,Together,"? 25,315",1,0,07-11-2013,46,0,1,9,8,11,3,22,3,0,0,0,0,0,0,3,0,3,8
10591,1969,Graduation,Widow,"? 43,638",0,1,06-08-2012,37,0,63,10,83,7,19,19,2,0,0,0,0,0,0,4,1,4,7
5036,1984,Phd,Single,"? 42,710",1,0,28-11-2012,38,0,252,3,42,4,3,102,2,0,0,0,0,0,0,4,5,3,6
5547,1982,Phd,Married,"? 84,169",0,0,07-08-2013,9,0,1478,19,403,0,19,0,1,0,0,0,1,1,1,7,6,6,3
7822,1976,Graduation,Together,"? 54,058",0,1,04-06-2013,56,0,198,18,252,32,108,54,2,0,0,0,0,0,0,4,6,8,3
8541,1990,2N Cycle,Married,"? 24,683",1,0,08-03-2014,98,0,8,4,10,6,7,6,2,0,0,0,0,0,0,2,0,4,5
10955,1964,Graduation,Widow,"? 85,620",0,0,07-01-2014,68,0,416,46,925,60,107,46,1,0,0,0,0,0,1,3,6,4,1
4368,1980,Graduation,Married,"? 47,850",1,0,03-12-2013,72,0,42,7,43,20,12,10,1,0,0,0,0,0,0,3,0,4,6
9671,1968,Graduation,Married,"? 19,514",1,1,26-01-2014,47,0,14,3,21,2,1,28,4,0,0,1,0,0,1,3,1,2,8
2256,1973,Master,Married,"? 27,159",1,1,29-03-2014,33,0,17,0,3,0,0,1,2,0,0,0,0,0,0,1,0,3,6
4279,1963,2N Cycle,Single,"? 39,548",1,1,31-03-2014,87,0,15,4,10,3,4,18,2,0,0,0,0,0,0,1,1,3,3
5371,1989,Graduation,Single,"? 21,474",1,0,08-04-2014,0,0,6,16,24,11,0,34,2,0,0,1,0,0,1,3,1,2,7
9240,1971,Phd,Single,"? 60,504",0,1,07-02-2014,73,0,458,0,24,6,4,34,2,0,0,0,0,0,0,6,2,8,6
9460,1963,Graduation,Married,"? 22,419",0,0,18-04-2013,74,0,30,3,47,19,21,42,1,0,0,0,0,0,0,3,2,2,8
9504,1949,Master,Married,"? 81,698",0,0,06-11-2013,4,0,179,28,520,111,123,47,1,0,0,0,0,0,1,3,8,13,1
8692,1952,Graduation,Together,"? 43,462",1,1,12-09-2012,50,0,90,17,97,15,6,15,6,0,0,0,0,0,0,4,1,5,8
448,1978,Phd,Single,"? 54,880",1,0,01-03-2013,57,0,308,85,137,102,45,118,2,0,0,0,0,0,0,6,2,11,5
8314,1982,Graduation,Married,"? 79,908",0,0,05-04-2013,30,0,557,129,761,29,185,111,1,0,0,0,0,1,0,5,6,7,2
8420,1970,2N Cycle,Married,"? 15,315",0,0,03-08-2013,27,0,7,4,13,15,8,17,2,0,0,0,0,0,0,2,0,4,5
3174,1959,Graduation,Together,"? 87,771",0,1,22-05-2013,61,0,1492,38,287,50,57,33,1,1,1,0,1,1,1,5,10,4,6
7685,1978,Graduation,Married,"? 33,039",1,0,09-09-2013,4,0,30,8,12,8,8,12,1,0,0,0,0,0,0,2,0,4,5
3179,1980,Graduation,Single,"? 81,741",0,0,16-06-2013,75,0,249,153,940,58,134,38,0,0,0,0,0,0,0,6,6,7,2
9780,1971,Master,Together,"? 71,499",0,1,25-06-2013,12,0,465,25,132,136,0,37,2,0,0,0,0,0,0,8,3,13,4
10681,1970,2N Cycle,Married,"? 62,466",0,1,15-01-2014,13,0,129,129,259,168,121,83,5,0,0,0,0,0,0,6,3,12,4
10232,1963,Phd,Divorced,"? 48,799",0,1,05-11-2013,9,0,174,18,81,28,6,24,3,0,0,0,0,0,0,3,2,7,3
4184,1950,Phd,Together,"? 52,157",0,1,07-06-2014,48,0,189,2,29,3,2,40,2,0,0,0,0,0,0,3,2,5,4
9120,1962,Graduation,Single,"? 66,565",0,1,05-12-2012,80,0,747,10,161,65,40,42,4,0,0,0,0,0,0,4,2,9,8
891,1951,Master,Together,"? 29,298",1,1,07-09-2013,60,0,6,0,2,2,0,1,1,0,0,0,0,0,0,1,0,2,5
10381,1979,Graduation,Single,"? 47,691",0,1,05-07-2013,43,0,14,0,3,0,0,4,1,0,0,0,0,0,0,1,0,2,6
3525,1970,Graduation,Together,"? 38,200",1,1,07-12-2012,19,0,12,0,4,0,0,1,1,0,0,0,0,0,0,1,0,2,7
6818,1974,Graduation,Married,"? 44,989",0,1,12-09-2012,26,0,98,0,106,49,10,106,5,0,0,0,0,0,0,5,1,5,6
3526,1968,Phd,Married,"? 38,443",1,1,27-01-2014,58,0,32,0,5,0,0,1,2,0,0,0,0,0,0,1,0,3,7
8181,1978,2N Cycle,Single,"? 38,593",1,0,13-09-2013,42,0,51,12,49,17,24,24,3,0,0,0,0,0,0,4,1,3,8
1029,1970,Phd,Together,"? 64,413",0,1,01-08-2013,27,0,200,5,44,0,10,20,1,0,0,0,0,0,0,5,1,5,5
7369,1981,Master,Married,"? 36,959",1,0,02-10-2013,56,0,25,6,25,6,0,0,2,0,0,0,0,0,0,2,0,3,8
2574,1977,Phd,Married,"? 61,996",0,1,31-01-2013,27,0,1050,12,144,0,0,24,3,1,1,0,1,0,1,6,4,8,5
8159,1968,Graduation,Married,"? 51,287",1,1,01-04-2014,10,0,117,0,22,13,0,30,3,0,0,0,0,0,0,4,1,3,7
1160,1970,Graduation,Married,"? 13,260",1,1,23-08-2013,48,0,9,4,17,10,2,7,4,0,0,0,0,0,0,3,0,3,8
10242,1966,Phd,Together,"? 47,472",1,1,16-09-2013,39,0,56,0,11,0,0,8,2,0,0,0,0,0,0,2,0,4,5
5253,1956,Master,Together,"? 54,603",1,1,09-07-2013,85,0,145,13,46,17,2,4,6,0,0,0,0,0,0,4,2,4,7
5966,1974,Phd,Married,"? 45,207",1,1,10-11-2012,64,0,203,0,10,0,0,2,5,0,0,0,1,0,0,3,1,6,6
5314,1951,Graduation,Together,"? 40,689",0,1,18-03-2013,69,0,270,3,27,39,6,99,7,0,0,0,0,0,0,7,1,5,8
5081,1967,2N Cycle,Together,"? 47,821",1,1,20-10-2013,54,0,9,0,16,6,6,10,1,0,0,0,0,0,0,1,0,3,8
5123,1951,Master,Married,"? 27,450",0,0,15-04-2013,57,0,37,12,23,8,11,52,1,0,0,0,0,0,0,2,1,3,7
5756,1983,Graduation,Together,"? 39,453",1,0,03-04-2014,64,0,46,0,7,0,0,2,2,0,0,0,0,0,0,2,0,3,6
8036,1971,2N Cycle,Together,"? 26,850",1,1,18-04-2014,10,0,31,1,13,7,2,9,4,0,0,0,0,0,0,2,1,4,4
9058,1955,Graduation,Widow,"? 79,800",0,0,23-09-2012,65,0,1060,21,530,32,0,224,1,1,0,1,0,1,1,5,11,5,3
5057,1961,Master,Married,"? 61,794",0,1,14-09-2013,74,0,264,47,188,54,47,11,2,0,0,0,0,0,0,4,4,10,2
254,1955,Graduation,Together,"? 53,863",0,1,17-05-2014,4,0,399,4,30,6,4,30,3,0,0,0,1,0,0,7,1,7,7
4179,1959,Graduation,Together,"? 24,221",0,0,20-08-2013,94,0,8,9,9,2,5,22,1,0,0,0,0,0,0,1,1,3,4
3710,1984,Phd,Single,"? 39,684",1,0,12-10-2012,41,1,19,0,35,6,4,17,2,0,0,0,0,0,1,2,1,2,7
7627,1975,Master,Married,"? 92,163",0,0,12-12-2012,25,0,817,183,797,106,163,20,0,1,0,0,0,1,1,5,11,5,2
4501,1965,Master,Single,"? 69,882",0,0,10-11-2013,94,0,292,127,635,132,127,165,1,0,0,0,0,0,0,3,7,9,1
6424,1977,Graduation,Together,"? 33,178",1,0,30-01-2014,9,0,12,6,2,11,2,16,1,0,0,0,0,0,0,1,0,3,4
3075,1972,Phd,Married,"? 59,973",0,0,11-09-2013,47,0,130,30,168,20,34,0,1,0,0,0,0,0,0,3,4,7,1
4992,1975,Master,Together,"? 17,459",1,0,19-09-2013,12,0,6,4,16,3,10,30,3,0,0,0,0,0,1,3,1,2,7
5252,1969,Graduation,Divorced,"? 23,910",1,0,26-10-2012,80,0,16,12,18,7,1,13,1,0,0,0,0,0,0,2,0,3,7
7444,1969,Master,Married,"? 42,169",1,1,19-10-2013,20,0,19,0,9,0,0,2,2,0,0,0,0,0,0,1,0,3,8
6919,1978,2N Cycle,Married,"? 26,224",1,0,04-06-2013,39,0,4,7,15,13,9,15,3,0,0,0,0,0,0,2,1,3,6
3537,1981,Graduation,Together,"? 31,089",1,0,17-08-2012,57,0,31,3,31,2,8,4,3,0,0,0,0,0,0,3,0,4,8
10277,1961,Graduation,Single,"? 30,081",0,1,21-02-2013,27,0,36,0,2,0,0,4,1,0,0,0,0,0,0,1,0,3,7
2453,1960,Graduation,Together,"? 62,807",0,1,31-08-2012,83,0,526,28,135,10,21,99,3,0,0,0,0,0,0,5,3,12,5
7972,1955,Graduation,Single,"? 72,906",0,0,17-09-2013,79,0,400,32,519,71,75,54,1,0,0,0,0,0,0,3,4,9,1
895,1948,Phd,Married,"? 61,467",0,2,09-12-2012,69,0,410,16,114,0,5,49,3,0,0,0,0,0,0,5,2,10,5
1177,1966,Master,Together,"? 49,618",1,1,26-01-2013,77,0,80,3,26,4,2,14,4,0,0,0,0,0,0,3,1,3,7
7141,1986,Master,Single,"? 21,888",1,0,29-12-2012,15,0,88,10,46,2,3,64,4,0,0,0,0,0,1,5,1,2,10
7232,1973,Graduation,Widow,"? 42,429",0,1,11-02-2014,99,0,55,0,6,2,0,4,2,0,0,0,0,0,0,1,1,3,5
8477,1956,Graduation,Divorced,"? 26,150",2,1,11-03-2013,61,0,5,1,13,3,5,1,1,0,0,0,0,0,0,1,0,3,7
2457,1975,Basic,Married,"? 30,801",0,1,26-10-2012,23,0,8,4,5,15,2,11,2,0,0,0,0,0,0,1,0,3,7
988,1965,Graduation,Married,"? 81,168",0,0,07-05-2014,84,0,410,0,592,147,22,22,1,1,0,0,0,0,0,6,4,7,3
7930,1969,Master,Single,"? 26,877",0,0,19-08-2013,74,0,101,13,76,20,18,40,2,0,0,0,0,0,0,3,1,6,6
4587,1944,Master,Widow,"? 45,006",0,0,18-07-2013,90,0,162,25,53,16,0,10,1,0,0,0,0,0,0,3,1,7,3
6682,1973,Basic,Married,"? 18,978",1,0,11-12-2012,41,0,2,8,1,4,7,15,1,0,0,0,0,0,0,1,0,3,8
6222,1967,Graduation,Married,"? 22,574",2,1,28-10-2013,28,0,25,0,8,2,0,2,2,0,0,0,0,0,0,2,0,3,7
10299,1969,Phd,Single,"? 48,240",0,0,09-11-2012,73,0,389,91,248,64,49,41,3,0,0,0,0,0,1,6,3,13,5
3083,1974,Graduation,Married,"? 45,837",1,1,26-07-2013,88,0,215,13,87,17,17,24,5,0,0,0,0,0,0,6,2,5,7
8953,1965,Master,Single,"? 35,791",2,1,06-05-2013,94,0,27,0,5,0,0,3,2,0,0,0,0,0,0,1,0,3,8
1503,1976,Phd,Together,"? 1,62,397",1,1,03-06-2013,31,0,85,1,16,2,1,2,0,0,0,0,0,0,0,0,0,1,1
8650,1978,Graduation,Widow,"? 54,162",1,1,18-03-2013,31,0,5,6,10,6,5,10,1,0,0,0,0,0,0,1,0,3,4
10862,1960,Master,Married,"? 30,522",0,1,17-08-2012,6,0,179,8,83,19,11,26,5,0,0,0,0,0,0,1,2,9,2
2782,1961,Phd,Married,"? 54,456",0,1,11-07-2013,23,0,352,0,27,10,0,15,3,0,0,0,0,0,0,6,1,7,6
6941,1971,Graduation,Single,"? 31,632",0,0,14-07-2013,92,0,17,8,12,11,15,32,1,0,0,0,0,0,0,2,1,2,7
10972,1949,Graduation,Widow,"? 72,298",0,0,10-03-2014,52,0,625,35,169,58,17,35,1,0,0,0,1,1,0,4,3,6,1
10708,1978,2N Cycle,Single,"? 36,975",1,0,28-12-2013,50,0,10,6,11,0,4,2,1,0,0,0,0,0,0,1,0,3,7
6583,1955,2N Cycle,Married,"? 72,635",0,0,03-06-2013,54,0,390,22,323,104,35,107,1,1,0,0,0,0,0,6,8,6,3
3641,1976,Graduation,Married,"? 13,624",1,0,20-01-2013,93,0,10,2,15,2,1,6,2,0,0,0,0,0,0,2,0,3,6
10156,1975,Graduation,Single,"? 84,196",0,1,03-06-2013,56,0,215,63,507,231,31,190,1,0,0,0,0,0,0,8,4,7,3
4299,1960,Graduation,Together,"? 70,971",0,1,21-09-2012,28,0,1001,17,572,93,125,17,7,0,0,0,0,0,1,11,11,5,7
3469,1977,Phd,Divorced,"? 34,487",1,1,06-09-2012,94,0,19,18,33,24,1,8,3,0,0,0,0,0,0,3,0,3,9
5063,1977,Graduation,Single,"? 28,769",1,0,18-12-2012,76,0,41,5,129,10,3,3,3,0,0,0,0,0,0,4,1,4,9
10727,1970,Phd,Married,"? 69,084",1,0,19-11-2013,43,0,1181,107,199,39,30,30,2,0,0,0,0,0,0,7,3,13,8
9624,1958,Phd,Together,"? 65,488",0,0,13-06-2014,46,0,603,45,207,36,18,54,1,0,0,0,0,0,0,3,4,6,1
5156,1970,2N Cycle,Married,"? 62,466",0,1,15-01-2014,13,0,129,129,259,168,121,83,5,0,0,0,0,0,0,6,3,12,4
4376,1960,2N Cycle,Single,"? 32,218",0,0,15-02-2014,27,0,10,24,15,13,1,30,1,0,0,1,0,0,1,2,1,3,7
8923,1973,Graduation,Single,"? 83,917",0,0,18-04-2013,12,0,514,22,732,42,198,79,1,0,0,0,0,0,1,6,7,7,3
8461,1962,Graduation,Divorced,"? 46,102",2,1,10-03-2014,3,0,14,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,7
6945,1952,Graduation,Single,"? 84,574",0,0,04-06-2013,72,0,387,20,713,38,54,163,1,0,0,0,0,0,0,9,11,11,5
944,1962,Graduation,Married,"? 56,181",0,1,08-01-2013,6,0,121,103,69,8,44,48,1,0,0,0,0,0,0,4,2,7,4
1907,1950,Master,Divorced,"? 63,120",0,1,28-09-2012,53,0,965,69,279,54,41,69,5,0,0,0,0,0,1,8,4,9,7
701,1971,Graduation,Married,"? 73,691",0,1,06-11-2013,58,0,707,21,250,85,43,73,2,0,0,1,0,0,0,6,2,8,2
3856,1960,Graduation,Together,"? 63,381",0,1,05-10-2012,78,0,571,50,142,33,50,159,4,0,0,0,0,0,0,4,5,13,2
4149,1948,Phd,Together,"? 76,140",0,0,13-05-2014,57,0,586,66,653,17,0,26,1,0,0,0,0,0,0,5,9,6,2
2131,1959,Phd,Divorced,"? 62,859",0,1,30-12-2012,37,0,1063,89,102,16,12,25,4,0,0,0,0,0,0,9,4,6,6
2942,1964,Graduation,Single,"? 45,906",0,1,07-05-2013,20,0,305,3,27,4,3,144,2,0,0,1,0,0,0,5,4,4,5
1173,1947,Master,Together,"? 77,632",0,0,10-03-2013,73,0,1200,105,758,0,42,147,1,0,0,0,1,1,1,4,2,6,2
4381,1971,Phd,Married,"? 46,463",1,1,18-08-2013,56,0,163,2,40,8,11,11,7,0,0,0,0,0,0,3,1,6,6
4611,1970,Graduation,Together,"? 1,05,471",0,0,21-01-2013,36,0,1009,181,104,202,21,207,0,1,0,0,0,1,1,9,8,13,3
3376,1970,Master,Divorced,"? 55,282",1,0,13-12-2013,9,0,125,6,73,8,4,19,1,0,0,0,0,0,0,3,1,6,4
4679,1977,Master,Married,"? 78,710",0,1,23-05-2014,42,0,721,0,152,119,50,50,3,0,0,0,0,0,0,7,6,12,4
10928,1958,Graduation,Together,"? 66,886",0,1,16-09-2013,28,0,315,4,62,41,31,146,2,0,0,0,0,0,0,7,1,7,5
4248,1960,Master,Single,"? 98,777",0,0,17-02-2014,23,0,1000,19,711,125,115,38,0,0,0,0,1,0,0,4,6,9,1
6728,1985,Graduation,Together,"? 29,103",1,0,27-08-2012,38,0,16,0,17,6,3,6,2,0,0,0,0,0,0,1,0,3,9
6661,1974,Graduation,Married,"? 67,445",0,1,12-08-2012,63,0,757,80,217,29,80,11,5,0,0,0,0,0,0,9,6,12,6
4725,1950,Phd,Together,"? 50,616",0,1,13-04-2014,71,0,30,2,25,0,1,9,1,0,0,0,0,0,0,1,1,4,2
3277,1955,Graduation,Divorced,"? 49,431",0,1,03-08-2012,9,0,219,3,100,26,0,17,2,0,0,0,0,0,0,7,1,5,8
5555,1975,Graduation,Divorced,"? 1,53,924",0,0,07-02-2014,81,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2564,1953,Graduation,Together,"? 61,278",0,1,04-01-2014,87,0,111,3,28,2,6,15,2,0,0,0,0,0,0,3,1,4,6
946,1958,2N Cycle,Together,"? 26,490",0,0,22-09-2012,92,0,45,47,52,21,20,25,2,0,0,0,0,0,0,3,1,5,6
3867,1947,Phd,Together,"? 73,059",0,1,31-08-2013,36,0,410,112,420,0,82,71,1,0,0,0,0,0,0,9,3,13,4
6940,1966,Phd,Single,"? 46,734",1,2,21-10-2013,86,0,100,1,39,6,1,76,4,0,0,1,0,0,0,3,2,3,6
55,1963,Graduation,Together,"? 56,253",0,1,07-12-2012,83,0,509,0,65,7,11,5,4,0,0,0,0,0,0,7,2,9,6
7093,1985,Graduation,Married,"? 19,986",1,0,14-11-2013,74,0,3,6,5,0,2,6,1,0,0,0,0,0,0,0,0,3,7
5084,1975,Graduation,Widow,"? 58,330",0,1,25-12-2013,87,0,445,53,213,104,98,151,1,0,0,0,0,0,0,6,4,13,4
1777,1980,Basic,Married,"? 25,965",0,0,07-09-2012,29,0,2,2,11,41,7,11,1,0,0,0,0,0,0,2,0,3,8
8162,1956,Master,Together,"? 14,661",0,0,01-01-2013,88,0,4,1,11,6,2,2,1,0,0,0,0,0,0,1,0,3,6
10826,1959,Graduation,Married,"? 18,690",0,0,28-12-2012,77,0,6,1,7,23,4,19,1,0,0,0,0,0,0,1,1,2,8
8754,1974,Phd,Together,"? 45,068",0,1,16-05-2013,25,0,14,0,3,0,0,3,1,0,0,0,0,0,0,1,0,2,7
1987,1987,Basic,Single,"? 21,063",1,0,25-09-2013,34,0,1,10,11,19,3,15,2,0,0,0,0,0,0,2,0,3,6
11007,1968,Phd,Married,"? 29,187",1,0,09-05-2013,43,0,26,0,6,0,0,2,1,0,0,0,0,0,0,1,0,3,8
7426,1971,2N Cycle,Married,"? 54,690",1,1,07-11-2013,76,0,111,16,37,7,9,18,3,0,0,0,0,0,0,3,1,5,3
9153,1964,Phd,Married,"? 59,304",0,1,29-07-2013,81,0,418,61,428,80,51,10,3,0,0,0,0,0,0,7,8,10,5
10379,1962,Master,Single,"? 59,247",0,2,08-11-2013,87,0,327,9,122,19,14,83,5,0,0,0,0,0,0,5,2,9,6
9204,1970,Graduation,Widow,"? 66,731",0,1,12-09-2012,33,0,371,159,194,58,106,141,4,0,0,0,0,0,0,4,3,6,3
3197,1980,Graduation,Married,"? 77,353",0,1,16-12-2013,38,0,275,59,107,69,101,59,2,0,0,0,0,0,0,6,4,8,4
2920,1975,Phd,Single,"? 52,614",0,1,01-12-2012,63,0,789,0,142,12,9,38,2,0,0,0,0,0,0,2,4,8,8
6961,1974,Graduation,Married,"? 26,751",2,0,22-05-2014,26,0,1,1,5,0,3,1,1,0,0,0,0,0,0,1,0,2,8
4673,1963,Phd,Married,"? 81,300",0,1,30-10-2012,17,0,1004,12,145,32,12,36,3,1,0,0,0,0,1,10,3,5,5
9937,1979,Graduation,Single,"? 70,337",0,0,02-01-2014,75,0,187,81,149,25,43,91,1,0,0,0,0,0,0,2,2,12,1
8779,1985,2N Cycle,Married,"? 36,145",1,0,16-06-2013,13,0,56,4,76,17,1,18,4,0,0,1,0,0,1,4,1,3,9
9596,1980,Phd,Single,"? 65,295",0,0,23-12-2013,19,0,365,32,117,34,110,6,1,0,0,0,0,0,0,3,3,13,2
2891,1963,Graduation,Divorced,"? 68,118",0,1,18-10-2013,51,0,595,23,123,10,23,154,2,0,0,0,0,0,0,8,9,4,6
4910,1967,Graduation,Divorced,"? 68,743",0,0,30-08-2012,81,0,1132,134,384,175,134,115,1,0,0,0,0,0,0,11,5,13,7
75,1982,2N Cycle,Together,"? 41,039",0,0,25-07-2013,32,0,34,11,137,179,61,45,1,0,0,0,0,0,0,8,1,5,8
10120,1955,Graduation,Together,"? 38,946",0,1,24-10-2013,84,0,116,6,82,6,6,41,2,0,0,0,0,0,0,3,1,6,5
6327,1967,Graduation,Together,"? 65,777",0,0,19-12-2013,87,0,565,32,435,28,32,54,1,0,0,0,0,0,0,2,8,6,1
10142,1976,Phd,Divorced,"? 66,476",0,1,07-03-2013,99,0,372,18,126,47,48,78,2,0,0,0,0,0,0,5,2,11,4
9826,1972,Phd,Single,"? 86,857",0,0,12-09-2012,96,0,899,102,838,133,102,40,1,0,0,0,0,0,1,5,6,10,2
1501,1982,Phd,Married,"? 1,60,803",0,0,04-08-2012,21,0,55,16,1622,17,3,4,15,0,0,0,0,0,0,0,28,1,0
10767,1989,Phd,Together,"? 77,845",0,0,16-05-2014,40,0,760,40,480,0,40,26,1,1,0,0,0,1,0,3,5,12,1
7279,1969,Phd,Together,"? 69,476",0,0,30-09-2013,3,0,260,86,559,63,9,67,1,0,0,0,0,0,0,4,6,4,2
7230,1960,Phd,Divorced,"? 50,611",0,1,04-10-2012,98,0,459,0,24,6,0,4,6,0,0,0,1,0,1,4,5,7,6
143,1970,Graduation,Single,"? 61,209",0,0,25-08-2013,73,0,466,0,224,119,49,99,1,0,0,0,0,0,0,5,3,4,2
450,1958,Master,Together,"? 42,315",0,1,12-07-2013,90,0,67,15,80,17,11,80,3,0,0,0,0,0,0,1,4,4,3
9316,1952,Basic,Together,"? 13,084",0,0,02-11-2013,29,0,2,0,7,3,7,10,1,0,0,0,0,0,0,1,0,3,6
